item_id,major_brand
EGGLAND BEST K LAR,EGGLANDS_BEST
OLD SPICE,OLD_SPICE
ALMAY ONE CT MASC,ALMAY
WW S-1 MORNING BAC S,WEIGHT_WATCHERS
TINY TBNZ STEAK,PURINA
NO BRAND LISTED GIFT PACKS 1CT,3M
WD THN SPAGHE,PLU_MEAT
JD SAUS EGG BISCUIT,JIMMY_DEAN
TRES REMOIST 32Z,TRESEMME
HANES SHEER,HANES
QUICKEN 2014 DELUXE EDITION FINANCIAL SOFTWARE (PC SOFTWARE),VTECH
KLG SPCK NRS,KELLOGGS
LABREAD BREAD,LABREES_BAKERY
KRO TAI ORNG,PLU_MEAT
ALLEGRA ELBOWS,ALLEGRA
FC SHORTENING,MARKET_PANTRY
SWISS MISS SUG F,SWISS_MISS
HAN WHT SHOEPEG COPC,KRAFT
BH PORK BFR BOLOGN,PLU_MEAT
MNCHS SLTD PNTS,PLANTERS
STRBKS REFRESHRS,STARBUCKS
SS CHPD SPNCH10Z,PLU_VEGETABLE
GLADE SPRAY HAWAIT,GLADE
MINUTE MAID LT LEMONADE,MINUTE_MAID
BRLA WAVY LASAGN BC - PRICE YOU PAY 1.79,BARILLA
BRHD SA;E,BOARS_HEAD
SFTSP BW COCO DNCH,SOFTSOAP
DOLE PINE ORG,DOLE
ALA MARINDA LB,PLU_MEAT
DAN OIKOS COCONUT VA,DANNON
OKER LIFE CL PC,QUAKER
SAM ADAMS REDEL,SAMUEL_ADAMS
COCA CDLA CLASSIC,COCACOLA
PENNE RGATE PASTA,RONZONI
FOR IPAD FINGERPRINT-PR,NATURE_VALLEY
ORIEDA STHRN HSBRN,SOUTHERN_COMFORT
MCKEES BEES HONEY,BURTS_BEES
DRIED LOTUS SEED ASN/TAS,PLU_MEAT
BIB YTH GN,GOODNITES
UTZ BBQ PORK RIND,UTZ
PALLSAV ORG100BX,PALL_MALL
ROG CHRISTMAS DS,HERSHEYS
MP MIX VEG,MARKET_PANTRY
3M GW TAPE 3/4X 3003PK 31,3M
MORT IOD SEA SL,MORTON
SKOAL XTRA LC RICH,SKOAL
DOLE CKN SPICAH,DOLE
POLLY -O STRING CHZ,KRAFT
KRAFT NAT L TRIPLE CHDR SHRED,KRAFT
SPARKLING ICE WTR OR,TALKING_RAIN
QUAK RL MED CHRY ALM,QUAKER
GRB TF BROC CARROT,GERBER
GM HNY NUT CH MEDL,GENERAL_MILLS
DAWN HAND RENEW POM,DAWN
PROG R&H STEAK NDLS,PROGRESSO
OCN BREZE B 2.50,SUAVE
FE SHRD LETT,FRESH_EXPRESS
MED LATEX GLOVES,PLU_FRUIT
TIDE2XHE CLDWT92,TIDE
B YET EGG BAGLES,RETAILER_HANNAFORD
BEHR PPI FLAT 1050 UPW GAL,HEFTY
PERDUE TB PIECE,PLU_MEAT
CHEEZ IT-SNACK CRACKR SCABBLE7CT,CHEEZIT
DA OIKO SCHSEHRYB,DANNON
OD TSS BLUE TRQ,OLD_DUTCH
HUGG JP SUP GNTLCR,HUGGIES
PLSBRY CKE,PILLSBURY
BRY SNICKERS,BREYERS
TOCO BELL SEAS MIX,TACO_BELL
SWAD TAM-DATE 160Z,PAMPERS
TRES CC HAIRRSPR,TRESEMME
TC A/B HAND SOAP-CLR,LYSOL
SKR RICE CAKE CHOCO,QUAKER
AH MLTI CLMP LT,ARM_N_HAMMER
CPN EVAPORATED MILK,PET_DAIRY
LILBRETE STRWB YGRPC,YOPLAIT
SWAN CITRATE OF MAGN,PLU_MEAT
CHRM UTL TISUE,CHARMIN
4473 KFT POUR 1000 IS PC,KRAFT
SR ZIP SS SANDWICH,NATURE_VALLEY
1 STEVIA IN THE RAW,PLU_NUT
UTZ HONEY BBQ CHIPS,UTZ
PROD_REDUCUX SAVIN,PLU_VEGETABLE
GERBER 2ND FD MEATS-CHCKN,GERBER
PBX PINENTO,PUBLIX
IP CHICHARDON NK GAR,RAGU
CANTALOUPE 4050,PLU_FRUIT
"WORLDPET LARGE FASHION LEASH, BLACK",3M
COORS LT 12CK12Z CN,COORS
RTAINBOW 2.64Z MENTOS,MENTOS
P/FARM HERB STUFFING,PEPPERIDGE_FARM
WNM MEGLAST NAILCLR I RED,WET_N_WILD
COLGATE TOOTHBRUSH SOFT,COLGATE
KRFT CLBY JK FNE,KRAFT
CHEETOS PUFF P/P,CHEETOS
HMSTYL BK BNS,BUSHS_BEST
COTTONELLE DBL 6.49,COTTONELLE
HV RANCH DRESS,HIDDEN_VALLEY
QKR OAT RAIS BRKFST,QUAKER
MORSEL PREN,NESTLE
ACT II MOVIE THTR BTR POPCRN,ACT_II
TOASTER STRWDEL,PILLSBURY
ROCK STAR ENERGY DRNK DIET 16Z,ROCKSTAR
FZ PKBACK BONE,PLU_MEAT
FAGE GRK YOG PLAT,FAGE
TRO OJ SOME PULP,MINUTE_MAID
BOUNCE SHTS REULA,BOUNCE
MP MO RECYCLE VOUCHER,MARKET_PANTRY
0.99/LB POMEGRANATE,PLU_FRUIT
1 RA TAMP CB MULTI 40CT BNS,KOTEX
SNICKERS CHOCOLATE FUN,SNICKERS
KRAFT DELUXE NON-MICROWAVEABLE BOX 14OZ,KRAFT
CINN TST CRCNCH,GENERAL_MILLS
RIP IT-CITRUS,RIP_IT
MNAFU COUPN,RITE_AID
PRAIRIE FARMS HALF &,PRAIRIE_FARMS
GRT CRN FISH FILLT,PLU_MEAT
BANQ CHSBGR BREADSTK 4.90,BANQUET
YAMS 40Z BRUCE 'S,BRUCES
CAMP FRENCH ONION SOAP,CAMPBELLS
COLG 360 TB MED,COLGATE
AVOCADO,PLU_VEGETABLE
F/LAY RUFFLES,RUFFLES
SMITH TALBOT HON,PLU_FRUIT
HOSTESS PWDER BAGG,HOSTESS
MAYBL DREAM BLUSH,MAYBELLINE
PNTN CLR VOL,PANTENE
PERDUE GRNE TRWY,PLU_MEAT
LKWF PLANTER,PLANTERS
KELL MPL BRWN,KELLOGGS
COL PENNE RIGATI,BARILLA
VELVETA LOAFT,KRAFT
ALMY ID SHD KIT HTML,LOREAL
VENUS RAZDR,GILLETTE
ORG PEPPER GREEN,PLU_VEGETABLE
SOY CHICKN NUGG,PLU_MEAT
WHOLE BEEF TENDER,PLU_MEAT
KELL FROOT LOOF,KELLOGGS
PAMPERS WIPES,PAMPERS
BF EYE OF ROUND F,PLU_MEAT
US MARINE FIG SOL PACK,NATURE_VALLEY
JERGENS NAT GLOW MED,JERGENS
CAPLETS XTR 2,TYLENOL
NESQUICK RTD CHOCOLATE,NESTLE
EGGO MUFFIN,KELLOGGS
OUTDOOR PRODUCTS WATERTIGHT DRY BOX SMALL WITH KEY CLIP TETHER,BLACK_N_DECKER
SS SEA MINERAL LHS 8.5S,SOFTSOAP
AQUAPHOR OINT TUBE,EUCERIN
ADL GEF FSH NO SGR,PLU_MEAT
CLIF LUNA PBTR STRWB,LUNA
TVL MRG REFILL,SOFTSOAP
CMP CHKN DUMPLING,PLU_MEAT
HUGGIES BABYWIPWS,HUGGIES
BE SF ROTINI GRLC,BIRDS_EYE
1 WNW CLRICN ES SNGL PNT255,WET_N_WILD
WHTWV SILK LT CFHOC,SILK
REYNALDO CHORIZO S,PLU_MEAT
GREEK GODS PLAIN,THE_GREEK_GODS
DEL MONTE CRM STYL,DEL_MONTE
BANNER GIFT CRD,HALLMARK
1OCEAN SPRAY SWEE,OCEAN_SPRAY
MP SHREDDED FN,MARKET_PANTRY
ME BOXER,FRUIT_OF_THE_LOOM
NORTHERN 4 DBL R,QUILTED_NORTHERN
HARIBO GMETTI,HARIBO
RASP CHEESECK,YOPLAIT
FL SAUSAGE LI MD,PLU_MEAT
A - TOMATOES ON VINE PEARL 14 0Z,PLU_VEGETABLE
FRESH HT ITLN SSG,JOHNSONVILLE
MB 150CT HD LT CLR 1815,WET_N_WILD
FAN CAT 1.47 TUN,PURINA
SOFTSOAP-LIQUD/REFOLALOE11.25,SOFTSOAP
MC IMIT LVAN,SUAVE
DURACELL QUANTUM AA,DURACELL
MIKES STBRY LMBNADERC,MIKES
HF DS OR TRKY HNT HAM,HILLSHIRE_FARM
1.66LB .22/LB BANANAS,PLU_FRUIT
TOTINOS PEPPRNI RLLS,TOTINOS
SC $0.75 NEWTONS CO,KRAFT
LIBBYS HL KRNL CR,LIBBYS
TACO BELL SEAON,TACO_BELL
CRST W/SCP GEL,CREST
MOUNTAIN DEW,MOUNTAIN_DEW
LOL SPRD CANNOLA OI,LAND_O_LAKES
HMR RIBS ST,PLU_MEAT
HELLMANNS MAYO 30 MVP,HELLMANNS
NBC HSE NIPS,KRAFT
AUNT NEL BT ONION,PLU_MEAT
SPDRMN 3IN1,NATURE_VALLEY
R-SALAD ORGAIC POWER TO TH G,PLU_VEGETABLE
SWIFFER,SWIFFER
ANJOU ORG,PLU_FRUIT
VOLPI TRS SAUCSN,LOREAL
SB HNY DTY DSHWND,3M
BONELESS MAXTKML,PLU_MEAT
PAR HAMBRGR PIZZ,TOTINOS
WESTSOY UNSWEET,WESTSOY
T LSNA HT PRK SKN1,MACS_SNACKS
AUNT JEMINA BTRMILK PCAK,AUNT_JEMIMA
BDGT FIG W BROC CH,KRAFT
VE ROCKET MSCR WHS VBLK,MAYBELLINE
25W DECOR CNDL PK,GLADE
LORL INFL BLCK,LOREAL
PNTINE DRY/MST COND 12.6,PANTENE
MLBRY TSU RED,PRINGLES
ALW MRK PRTCT LNER,ALWAYS
1 BABY PEELED CARRO,PLU_VEGETABLE
MNSTER ENERG DRNK,MONSTER
ORG COCONUT FLAKES,NATURES_PATH
SALLY HANSEN SUGAR COAT REGULAR ENAMEL +SHSCT NLP GYG#5 REG LIQ,SALLY_HANSEN
RSL GRU RND,PLU_MEAT
"ACURITE 8"" THERMOMETER",SAFETY_FIRST
CHARMIN STRONG 30DR 165C,CHARMIN
DME GR BEAN NSA 14.5,DEL_MONTE
PRM FANTA 20Z 1/$K,COCACOLA
GL FOUR MEXICN SHRED,KRAFT
OMD ROASTED R ED,PLU_MEAT
CHEF VRD BEEFARONI,CHEF_BOYARDEE
CHX ENCH SZA,PLU_MEAT
JIF NAT CRMY PE 16,JIF
MEZZETTA PID CALAM,MEZZETTA
RICOLA ECH HON LEM 24CT,RICOLA
UB RDY RICE PC,UNCLE_BENS
1 LORL CLRRCH LLN721 ROSE,LOREAL
SOFTSOUP HAND SNAP,SOFTSOAP
JAMBA ORANGE DREAM,SINFUL_COLORS
JELL-O SF BLACK CHER,JELLO
PUB TRU BLEU S LD,TIDE
SIM GEL MINT CAVIT,CREST
ERA LNDRY DLTERGNPC,ERA
12Z REEDS GINGR BR,KRAFT
BIMBO WHOLE WHEA,BIMBO
LIAN HOW BRAND BRO,PLU_MEAT
BRECKENRIDGE VANILLA PORTER-12NR-6P,BRECKENRIDGE
PB GRANDS JR GLDN BTR TST,PILLSBURY
THOMAS BULEBRY BGL,THOMAS
SS SS FOMA BOWLS 30CT,JIMMY_DEAN
CAMP CHEDR CHEPC,CAMPBELLS
FQ PHIL SCRWDRVR,KRAFT
"29"" LG LED 720P HDTV",SMART_ONES
DILL PKL KRAUT,VLASIC
KRF SHRP,KRAFT
TAPE PACKING 43YD,DUCK_BRAND
KNDRR CHED & BROC,KNORR
HAPPY BBY FOOD,HAPPY_FAMILY_BRANDS
IGA MACARONI SHELLS BOX,KRAFT
ROYAL SELECT CRUNCHY,NATURE_VALLEY
CARAMEL APPLE DIP 16.OZ,T_MARZETTI
GAIN LIQ DET HE APPL MNGO,GAIN
AG ED CARD,HALLMARK
LAYS CGB,LAYS
RR ZERO GRN TRK,TURKEY_HILL
NIVEA SFT,NIVEA
VENISON HOLIDAY STEW P12+,PLU_MEAT
IPAD MINI SLEEVE,SMART_ONES
ROLD GOLD JALAPE,ROLD_GOLD
JL JUMBO BF STCK,JACK_LINKS
TOOTSTE MOGT,TOOTSIE
DOLE CKN SPIANCH,DOLE
PC REYNOLDS PAN LI,REYNOLDS
BST-CH JMB FLKY BISC 16 OZ,PILLSBURY
PILS TURKEY SHAPES,PILLSBURY
OLD LONDON ORGNL BAGEL SN,PLU_MEAT
KR ITAL 5-CHEESE,KRAFT
LTL ONE COMBO,HUGGIES
KR XHRP CHEEDAR,KRAFT
TY MINCED DRIED RADISH,PLU_MEAT
VANILLA VISA GIFT CARD,STARBUCKS
C.F. COT CH LG CURD,KEMPS
MONSTER M8 16Z CN EACH,MONSTER
UTZ RIPPLE FINE BA,UTZ
TIDY SOOP,PURINA
BERT CHSE ROS,BERTOLLI
FISHER PECANS CHOPPE,FISHER
ICE BREAKERS MINI TI,ICE_BREAKERS
MICH LG SPAGHETTI,MICHELINAS
YOPLAIT MAC,YOPLAIT
DIXIE-HEAVY DUTY PAPER PLATES 18C,DIXIE
WHITE NECTARINE PER LB,PLU_FRUIT
TOTAL WHITENING PASTE 60,COLGATE
HONE BUNCH 18OZ,POST
BST-CH GERM CHO BS,BEST_CHOICE
PROG BEAD CRUMS,PROGRESSO
FLAVOR CHARM COFFEE CREAMER 10 G,NESTLE
13-POCKET COUPON FILE,REVLON
ST JOENS ASP ENT TAB,BAYER
FISHER ALMO 6.39,FISHER
COMPACT A MEATBALLS,PLU_MEAT
OREO GOLDEN SANDWICH 14.32,KRAFT
BLOW POP ASST,CHARMS
DOVE MILK SINGLES 1.44Z HRSHY KIT KAT 1.5Z DISCOUNT,HERSHEYS
NAB S/S 120 FIG NEWTON,KRAFT
EGGPLANDS LARGE WHI,EGGLANDS_BEST
SWEEPER CORDLESS 18V NS118/NSW18,BLACK_N_DECKER
PIZZZA COMBO,TOTINOS
MN PURE SQUEEZED NFC PULP,MINUTE_MAID
CREST FOR KID,CREST
LINDI MINT DARK CH,LINDT
DINGO MUNCHY STX,DINGO
HSY PASTO BB,HERSHEYS
OCEAN SPRY CRNGRP,OCEAN_SPRAY
SGRM XTRA SMITH VOKA,SEAGRAMS
HOT POCKETS MEATBALLS M M,HOT_POCKETS
CRISCO SHORTENING,CRISCO
DT SNPL HLF/HLF 16,SNAPPLE
LANCE CHOC 8,LANCE
FE ITALIAN BMEND SAL,FRESH_EXPRESS
KIKK TERIYA 2.59,KIKKOMAN
SIMPLY ORG MNGO BLN,YOPLAIT
VARLBORO ULT LT KIN,MARLBORO
® WOMEN'S ASSORTED 3-PACK NO SHOW SOCKS - ASSORTED COLORS/PATTER,FRUIT_OF_THE_LOOM
TIDE RODANY,TIDE
PACE MLD SALSA 16Z,PACE
Z WIND UP CLUCK THE CHICKEN,PLU_MEAT
OFM IS ADREN EVRST 2.7Z BN,DEGREE
GLOVE PIGSKIN LINES LEA,LEA_N_PERRINS
BLACK & DECKER 7662 SINGLE SPEED JIGSAW,BLACK_N_DECKER
MATEOS BLOODY MA,HELLMANNS
BF RD TIP STK THIN,PLU_MEAT
VTECH,VTECH
EARTHS ORG FG BAN/PC,EARTHS_BEST_ORGANIC
NAB RF TRIS 2.50,KRAFT
OM LITE BLGNA,OSCAR_MAYER
SEASONED TEX TST C,PLU_MEAT
COCONUT PARADISE,SUAVE
R-REGIONAL ASPARAGUS NJ 10 OZ,PLU_VEGETABLE
LATTA KEFR OX VANI,PLU_MEAT
ADAMS PEANUT BUTTO ORGANICS BLKBRY,ADAMS
SFY KITCHEN BANANA,PLU_MEAT
SNOW CRAB CLUSTER,SEAFOOD
SAUE MOR,SUAVE
T MIKES LEMO,MIKES
MUSHR BBY,PLU_VEGETABLE
POST SEL GG RSB/DT,POST
HEART SHAFE MADE,NATURE_MADE
SMPLY POT COUNTRY PC,SHEDDS_COUNTRY_CROCK
R-CUT FRUIT PINEAPPLE SPEARS1,DEL_MONTE
AMY ENCHLD BLK,PLU_MEAT
APPLEBEES GIFT CARD MULTIPACK $45,APPLEBEES
9.5Z STARBUCKS FRA,STARBUCKS
PAPAYA,AMERICAN_HEALTH
MC 8001 ZVR CHIPS DELUX R,KRAFT
PEDIGREE CRNUCH BIT,PEDIGREE
1-YEAR ACCIDENTAL PROTECTION PLAN-GEEK SQUAD,PURINA
NAB CHIPS AHOY RSE PB,KRAFT
STARKIST CHK LITE IN WTR,STARKIST
CUCUMBER PERSION,PLU_VEGETABLE
HERBAL ESS SHAMPOO LNGTE,HERBAL_ESSENCES
JIF NATRL,JIF
AUSSIE SPRUCH XPFUN,AUSSIE
TURKEY AND CHEDDAR BASICS,OSCAR_MAYER
WRIGLEY STARBRST F/CHWS BAR2.07OZ,STARBURST
LT OJ NO POULP,MINUTE_MAID
DRINK MIX B,WYLERS
ORAL B TBRSHV,ORALB
BCN CAR FLAG,OSCAR_MAYER
FP EXP SALAD,FRESH_EXPRESS
OH ICEBERG,PLU_VEGETABLE
VEGGTE MEDLEY,MOTTS
200Z VIWIR GLOW,JERGENS
JIF NAT CRMY PEANUT,JIF
CMAS WIPE CLEAM BOOK AST,HALLMARK
RITZ CRMLD,KRAFT
BORDEN PK LEMNADE,BORDEN
12CT QZ,HEFTY
BF SUMMER SAUS JAL,JOHNSONVILLE
LNC TOASTY CRKRS 8,LANCE
JMYD HNS LINK RED,JIMMY_DEAN
ZVR ORAL B BAT PWR,ORALB
TYS BRSD BF IN GRV,PLU_MEAT
WAL CARROTS,RETAILER_HANNAFORD
PF GOLDFISH CHED CHS 6.6Z,PEPPERIDGE_FARM
SCPN HV HERSHEYS SNSZ,HERSHEYS
LIVES SUPR SUPPR,9LIVES
MLST FGLFRT,WET_N_WILD
SUAVITEL,SUAVITEL
ARIZONA GLD,ARIZONA
NEWMAN'S OWN GREEK VINAIGRETTE,NEWMANS_OWN
PHLY RM CHS,KRAFT
22OZ FOUNTAIN FROZEN - VOID,COCACOLA
DEBBIE CHOC CHIP,LITTLE_DEBBIE
FRT ROLL PK FV,TOOTSIE
FP GROUD CK,PLU_MEAT
HRSHY ROLR MI2.5OZ,HERSHEYS
THE OAKLAND PRESS MON-SAT EDITION,NEWSPAPER
HINTS 4 CHSE SCE,HUNTS
WRIGL EXTR PPRMNT,HERSHEYS
LA CARONELA SWEET SE,RETAILER_THE_FRESH_MARKET
FROZEN SEA TROUT,PURINA
AIRHEAD ZTREME,AIRHEADS
YAMS 40Z BRUC,BRUCES
ACE KNEE BRC,ACE
CRNBRY CKN SALAD,STOUFFERS
MP OG PNTBT SALT,MARKET_PANTRY
FRUIT BERRY MEDLEY FANCY MO/ST,RETAILER_HANNAFORD
TAFFY BNAN,WONKA
GL CABOT ATO MAHOGANY FLA,REVLON
STRAWBERRY WHEEL CANDY 5 O,HARIBO
DPI MANGO AVOP,SUAVE
MT DEW RS LIMADE,MOUNTAIN_DEW
LEMONA BEVERAGE DISPENSER,PEZ
MORTON FN FAE,MORTON
OM MEAT COLOGNA,OSCAR_MAYER
NV CRU GRAN BARS OAT C,NATURE_VALLEY
PA COKE BOTTLES 8-,COCACOLA
EE ERESKSTICKS,PLU_MEAT
RED BARON PJ,RED_BARON
CI M CSM AD SH12 9,CLEAR_SCALP_N_HAIR_THERAPY
COL INN BEFF BROTH,PLU_MEAT
CRST FRO WFT PST 4.2Z,CREST
PHIL GRDNVEG,KRAFT
DNON DRINK,DANNON
YELOOW PEACHES,PLU_FRUIT
ZING ZANG BLOODY MARY 32.OZ,MARY_KAY
STF MACORONI CHEESE,KRAFT
HEB BARKIN STRIPS BAOCN,PLU_MEAT
LFSVR PEPPERMINT PEG,LIFE_SAVERS
VITA LIME LEMON TEA,VITASOY
5 FLAVOR POUND,PLU_MEAT
PRINGLE CRM RANCH,PRINGLES
BIC MINI LISHTER,BIC
HT RNCR CRND BF,PLU_MEAT
JELLO PEACH 0.30Z,JELLO
NBC-CHIPS AHOVICHEPC,KRAFT
DOLE CHNK PINFFL,DOLE
NOTEPAD W/PE,GOYA
LYSOL CONE MP REFILL,LYSOL
ROLLS BISCUIT BUTTERMILK,PILLSBURY
2LT MT DEV,MOUNTAIN_DEW
SPREAD SOY,SMART_BALANCE
MFR COUPEN,CVS
"CHEF WORKS BAST BASTILLE BLACK CHEF COAT, X-LARGE",CHEF_WORKS
OV RF MILK,PLU_DAIRY
BARILLA ROTTINI GF,BARILLA
RUFFLES CSC XXL,RUFFLES
DOLE PN CRUSHED -JC,DOLE
SWAN BROTH 1.99,SWANSON
COLL INN LS CHK R,PLU_MEAT
PF-GF COCOA ADVENTPC,PEPPERIDGE_FARM
TX GALLON HONO,FARMLAND
DEGREE DUAL HEAD LED,SMART_ONES
"GREAT VALUE: STEAK SAUCE, 15 OZ",MARKET_PANTRY
FINITI MDNT SFT DISP REG,SOFTSOAP
PLBY PMPKN CK,PILLSBURY
PERO MINI PEPPERS,PLU_VEGETABLE
CARNATION CHOC C,NESTLE
DISNEY ZORI GIRLS/BOYS,FISHERPRICE
KROGER CHILI POWDE,MCCORMICK
BRUCES YAMS SYRU PC,BRUCES
INDIVIDUAL PSTRY,KELLOGGS
MINI LEMON BUNDT C,PLU_BAKERY
FIBER ENG MUFFIN,GENERAL_MILLS
BREYES BLASTS STRB,BREYERS
SESAME STREE,HASBRO
CIRCO MARY J,CIRCO
TWD GROUND CORIAND,MCCORMICK
CHEK STRAWBERRY/12PC`,GENERAL_MILLS
SFT PHILI CR CHS,KRAFT
NAIR BRAZILIAN SPA CLAY'S,NAIR
NORELCO BODYGROD,PHILIPS_NORELCO
TRESSEME,TRESEMME
RED SEEDLESS GRAPES 2.37 LB $3.00/ 2 LB,PLU_FRUIT
VIDALIA ONION 3/,PLU_VEGETABLE
SEMBR. YUCA CONGELADA,GOYA
SNICKERS FUN SIZE MI,SNICKERS
ROCKSTAR PURE ZEROQA,ROCKSTAR
1 LONGHORN FC NTRL/CAN,COPENHAGEN
LUC ICECRM ROCKY,DREYERS
AUNT MILLIE WHITE DENNER,AUNT_MILLIES
KLEENEX WIPE,KLEENEX
LEA & PERRINS WORC SAUCE F,LEA_N_PERRINS
1 LOR MU TMCP NAT BGE W4 GE,LOREAL
BGLW PLANT MI,PLANTERS
TIC TAC BIGPK FRESHMINT,TIC_TAC
SILK ALMIND VAN UN,SILK
BROWN CHICKEN,HEALTHY_ELEMENTS
DANNCN YOGURT,DANNON
ST GRAAN BN EGGS,PLU_DAIRY
HANGING GHOUL 5F,3M
SD-DOG 4.5,SCIENCE_DIET
MOTTS APLE JC ORI,MOTTS
FANCY FERST -CH 3 OZ,PURINA
CAMP CRM OF MUSH NI,CAMPBELLS
MAX HSE ORIG 11.,MAXWELL_HOUSE
SAN PF GRND SPRK,PLU_MEAT
KR OLD ENG JAR CHS,KRAFT
BH MAPLE TUR,BOARS_HEAD
KRAFT CEASR PARMSN VINGR,KRAFT
BORDEN SW PEPPERJACK,BORDEN
MARL MEN BLUE 100 BOX,MARLBORO
LPTN DCAF GRN TEA\HN,LIPTON
SALE APPLES RED DELICIOUS,PLU_FRUIT
THN SCL BREAST CUT,PLU_MEAT
NBC OATS CHOCOLAE,KRAFT
GO SOUP POUCH CH,CAMPBELLS
MIND WATER,PROPEL
SPREE,WONKA
KLGG CEREAL CINN,KELLOGGS
COVERGIRL QUEEN NATURAL HUE LIQUID MAKEUP - RICH MINK,COVERGIRL
POST FRUITY PEBBLE MCP,POST
KOREAN ROASTED SEAMEED,PLU_MEAT
RG TINY PPETZEL 1Z,ROLD_GOLD
APIO BROCCOLI AN,SMART_ONES
SK PR CHNK LT WTR POUCH,STARKIST
ORAL B 14,ORALB
TRIDENT GUM WINIER,TRIDENT
TAMPICO TROPICAL PET GAL,TAMPICO
RWT GOUDA SWD,BOARS_HEAD
PROG LT R/S VEGETA MVP,PROGRESSO
PERDJE BNLS B MD,PERDUE
1 DOVE COOL MOIST 6PK/4Z,DOVE
GATORADE TAN/MAN,GATORADE
3PK BOYS UNDER,PAMPERS
CRST WH + SCP OL MNT5.8Z,CREST
STARBURST VERY B EA,STARBURST
MK FELICITY RSE,HERSHEYS
SLICED WATER CHESTNUTS DYNASTY,DYNASTY
HESS CHRDOEWAY,HERBAL_ESSENCES
COLLEGE TEAMS,DUCK_BRAND
EVB SPNG WTR 16.9Z 16.9,OZARKA
P[EPSI DT MAX,PEPSI
CMPBL CH CHK/SSGE,CAMPBELLS
GIRLS RIBBON DANCER ASTD,BERWICK_OFFRAY
ITUNES,APPLE
PC CASHEW CHK,NATURE_VALLEY
BUSHS MED CHILI,BUSHS_BEST
DF BERRRY MEDLEY,OSCAR_MAYER
BUSH M/B BA 2.00,BUSHS_BEST
ZUM KISS STCK PPRMT,HERSHEYS
DIXIE HD PLATEPC,DIXIE
T 5 HOUR ENERGY PI,5_HOUR_ENERGY
MC CMFT BAKES MAC N,MARIE_CALLENDERS
RA ALOE GRN,NATURE_VALLEY
GRIMWAY BABY CAROTS,RETAILER_HANNAFORD
12PK CLOVER RO,PLU_MEAT
STONEYF LF PLAIN,STONYFIELD_ORGANIC
COOK HAM FUD,OSCAR_MAYER
DRESS MY CUPCAKE WASHI DECORATIVE TAPE,3M
DIXIE CUPS 54 CT,DIXIE
SR LOWDOSE ASP BIM,PLU_MEAT
CAMP CHCKN BROTH,CAMPBELLS
PANASONIC DECT 6.0 PLUS,PANASONIC
LAYS SALT/ VINEGAR,LAYS
GEN MILLS CO,GENERAL_MILLS
TRUMOO 1/2,TRU_MOO
PRIME/F CHINESE STYL BACON,PLU_MEAT
NEUT CLR FC LQLOT SPF30 .3,NEUTROGENA
RIML SCNEC RETRO,RIMMEL_LONDON
SIMPLE POUCH CUP,HERSHEYS
NUT PEAUTS,PLANTERS
BADIA ANNATO SEED 10 0Z,BADIA
WD FRK/HK LINA BANS,PLU_MEAT
MOUTHWASH CREST 3D,CREST
XTRA MLARGE GRADE AA EGGS,EGGLANDS_BEST
EVERROAST CHICKEN BRS PC,BOARS_HEAD
PEARS BARTLETT 3 0,PLU_FRUIT
DASANI,DASANI
CVS PWRLF EXCP 24CT,CVS
JENNIE O TURKEY BURG,JENNIEO
LIBBY PINEAPPL 20 OZ,LIBBYS
STREAMER 2 PK PURPL,POPSICLE
DISNEY 2 DAY PARK,LEAPFROG
QUAKER OATS CPN,QUAKER
BUSH HMSTYL BAKEUP,BUSHS_BEST
PEP PZ RL90C,TOTINOS
VIC CAPRI SUN VA,CAPRI_SUN
KLG SPCLKSTRWBRY.8Z,KELLOGGS
SPARKLETTS RINKING,SPARKLETTS
CM HNYNUT CHEERI,GENERAL_MILLS
187GAL TORE GLUE,BEST_CHOICE
CLR LTVSTR NRSH SH,CLEAR_SCALP_N_HAIR_THERAPY
MRS SA BLUBRY PI,MRS_SMITHS
JARU YO YO TECH,YOCRUNCH
GMT BROWN PAW,MCCORMICK
BLUE BONNET QUARTERS 16 0Z,BLUE_BONNET
ALLERGY RELIFE,ZICAM
BRW GRVY. 875Z STIR -N,PLU_MEAT
GRBRS AP/MNG/ST,GERBER
VENUS DISPOSABLE SIMPLY 4 COUNT,GILLETTE
PHILLY WHIP,KRAFT
ORTEGA TACO SHELLS PC,ORTEGA
TILLAMOOK PEPPERONI,TILLAMOOK_COUNTRY_SMOKER
SMITHFIELD VIRGINIA HAM,SMITHFIELD
HAAS AVACADOS W,PLU_VEGETABLE
DAN TST COC VAN,DANNON
BAIRDS LRG LOAF,MRS_BAIRDS
CEDARS TZATZIKI DIP,CEDARS
S/MISS PUD C,SWISS_MISS
GULF PAC INST WH,ALL
BOROEN BAGEL BRAN,PLU_BAKERY
WG SHORT RIBS BNLS,PLU_MEAT
SEAFOOD BASE,KNORR
MARL ULT LT MTL BX,MARLBORO
NAM MINI NILLA WAF,KRAFT
GOGO SQUEEZ,MATERNE
MAVERICK HN BX 100 SINGLE,NEWPORT
SMMR EVE WSH MRN,SUMMERS_EVE
PLASTIC REUSABLESSSTRWASST,BAKERS_N_CHEFS
RAGU MEAT PASTA SAUC,RAGU
150 FILLER PAPER W/R,WEXFORD
ANDYS CORDON BLEU,GRAND_MARNIER
VC PORK & BEAN 16Z,PLU_MEAT
